projectDescriptionID,envDataRawID,trapVisitID,discharge,dischargeUnitID,dischargeSampleGearID,waterVel,waterVelUnitID,waterVelSampleGearID,waterTemp,waterTempUnitID,waterTempSampleGearID,lightPenetration,lightPenetrationUnitID,lightPenetrationSampleGearID,turbidity,turbidityUnitID,turbiditySampleGearID,visitTime,visitTime2,visitTypeID,siteID,trapPositionID
2,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6900001,2,25,NA,NA,NA,1998-01-08T00:00:00Z,1998-01-08T00:00:00Z,2,3000,3001
2,27,31,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.98,2,25,NA,NA,NA,1998-01-09T00:00:00Z,1998-01-09T00:00:00Z,2,3000,3001
2,28,32,NA,NA,NA,NA,NA,NA,10,18,251,1.77,2,25,NA,NA,NA,1998-01-09T00:00:00Z,1998-01-09T00:00:00Z,2,4000,4001
2,29,33,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.6,2,25,NA,NA,NA,1998-01-10T00:00:00Z,1998-01-10T00:00:00Z,2,3000,3001
2,30,34,NA,NA,NA,NA,NA,NA,9.7222223,18,251,1.59,2,25,NA,NA,NA,1998-01-10T00:00:00Z,1998-01-10T00:00:00Z,2,4000,4001
2,31,35,NA,NA,NA,NA,NA,NA,9.7222223,18,251,1.1,2,25,NA,NA,NA,1998-01-11T00:00:00Z,1998-01-11T00:00:00Z,2,3000,3001
2,32,36,NA,NA,NA,NA,NA,NA,10.555555,18,251,0.58999997,2,25,NA,NA,NA,1998-01-11T00:00:00Z,1998-01-11T00:00:00Z,2,4000,4001
2,33,37,NA,NA,NA,NA,NA,NA,10.277778,18,251,0.88999999,2,25,NA,NA,NA,1998-01-12T00:00:00Z,1998-01-12T00:00:00Z,2,3000,3001
2,34,38,NA,NA,NA,NA,NA,NA,10.833333,18,251,0.2,2,25,NA,NA,NA,1998-01-12T00:00:00Z,1998-01-12T00:00:00Z,2,4000,4001
2,35,39,NA,NA,NA,NA,NA,NA,10.555555,18,251,0.28,2,25,NA,NA,NA,1998-01-13T00:00:00Z,1998-01-13T00:00:00Z,2,4000,4001
2,36,40,NA,NA,NA,NA,NA,NA,10,18,251,0.89999998,2,25,NA,NA,NA,1998-01-13T00:00:00Z,1998-01-13T00:00:00Z,2,3000,3001
2,37,41,NA,NA,NA,NA,NA,NA,10.277778,18,251,0.5,2,25,NA,NA,NA,1998-01-14T00:00:00Z,1998-01-14T00:00:00Z,2,4000,4001
2,38,42,NA,NA,NA,NA,NA,NA,10,18,251,0.58999997,2,25,NA,NA,NA,1998-01-14T00:00:00Z,1998-01-14T00:00:00Z,2,3000,3001
2,39,45,NA,NA,NA,NA,NA,NA,10,18,251,0.36000001,2,25,NA,NA,NA,1998-01-15T00:00:00Z,1998-01-15T00:00:00Z,2,3000,3001
2,40,46,NA,NA,NA,NA,NA,NA,11.111111,18,251,0.19,2,25,NA,NA,NA,1998-01-15T00:00:00Z,1998-01-15T00:00:00Z,4,4000,4001
2,41,47,NA,NA,NA,NA,NA,NA,10.555555,18,251,0.56,2,25,NA,NA,NA,1998-01-16T00:00:00Z,1998-01-16T00:00:00Z,2,3000,3001
2,42,49,NA,NA,NA,NA,NA,NA,11.111111,18,251,0.88,2,25,NA,NA,NA,1998-01-17T00:00:00Z,1998-01-17T00:00:00Z,2,3000,3001
2,43,50,NA,NA,NA,NA,NA,NA,10,18,251,0.99000001,2,25,NA,NA,NA,1998-01-18T00:00:00Z,1998-01-18T00:00:00Z,2,3000,3001
2,44,51,NA,NA,NA,NA,NA,NA,10.555555,18,251,0.61000001,2,25,NA,NA,NA,1998-01-18T00:00:00Z,1998-01-18T00:00:00Z,2,4000,4001
2,46,52,NA,NA,NA,NA,NA,NA,9.7222223,18,251,1.23,2,25,NA,NA,NA,1998-01-19T00:00:00Z,1998-01-19T00:00:00Z,2,3000,3001
2,45,53,NA,NA,NA,NA,NA,NA,10,18,251,0.41,2,25,NA,NA,NA,1998-01-19T00:00:00Z,1998-01-19T00:00:00Z,2,4000,4001
2,47,54,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.2,2,25,NA,NA,NA,1998-01-20T00:00:00Z,1998-01-20T00:00:00Z,2,3000,3001
2,48,55,NA,NA,NA,NA,NA,NA,9.7222223,18,251,0.58999997,2,25,NA,NA,NA,1998-01-20T00:00:00Z,1998-01-20T00:00:00Z,2,4000,4001
2,49,56,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.67,2,25,NA,NA,NA,1998-01-21T00:00:00Z,1998-01-21T00:00:00Z,2,3000,3001
2,50,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64999998,2,25,NA,NA,NA,1998-01-21T00:00:00Z,1998-01-21T00:00:00Z,2,4000,4001
2,52,58,NA,NA,NA,NA,NA,NA,9.7222223,18,251,1.5599999,2,25,NA,NA,NA,1998-01-22T00:00:00Z,1998-01-22T00:00:00Z,2,3000,3001
2,51,59,NA,NA,NA,NA,NA,NA,9.7222223,18,251,0.75999999,2,25,NA,NA,NA,1998-01-22T00:00:00Z,1998-01-22T00:00:00Z,2,4000,4001
2,54,60,NA,NA,NA,NA,NA,NA,7.2222223,18,251,1.78,2,25,NA,NA,NA,1998-01-23T00:00:00Z,1998-01-23T00:00:00Z,2,3000,3001
2,53,61,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.69999999,2,25,NA,NA,NA,1998-01-23T00:00:00Z,1998-01-23T00:00:00Z,2,4000,4001
2,55,62,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.45,2,25,NA,NA,NA,1998-01-24T00:00:00Z,1998-01-24T00:00:00Z,2,3000,3001
2,56,63,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.51999998,2,25,NA,NA,NA,1998-01-24T00:00:00Z,1998-01-24T00:00:00Z,2,4000,4001
2,57,64,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.49,2,25,NA,NA,NA,1998-01-25T00:00:00Z,1998-01-25T00:00:00Z,2,3000,3001
2,58,65,NA,NA,NA,NA,NA,NA,9.7222223,18,251,0.75,2,25,NA,NA,NA,1998-01-25T00:00:00Z,1998-01-25T00:00:00Z,2,4000,4001
2,59,66,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.89999998,2,25,NA,NA,NA,1998-01-26T00:00:00Z,1998-01-26T00:00:00Z,2,3000,3001
2,60,67,NA,NA,NA,NA,NA,NA,9.7222223,18,251,0.88999999,2,25,NA,NA,NA,1998-01-26T00:00:00Z,1998-01-26T00:00:00Z,2,4000,4001
2,61,68,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.80000001,2,25,NA,NA,NA,1998-01-27T00:00:00Z,1998-01-27T00:00:00Z,2,3000,3001
2,62,69,NA,NA,NA,NA,NA,NA,9.7222223,18,251,0.72000003,2,25,NA,NA,NA,1998-01-27T00:00:00Z,1998-01-27T00:00:00Z,4,4000,4001
2,64,71,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.39,2,25,NA,NA,NA,1998-01-28T00:00:00Z,1998-01-28T00:00:00Z,2,3000,3001
2,63,72,NA,NA,NA,NA,NA,NA,9.7222223,18,251,0.76999998,2,25,NA,NA,NA,1998-01-28T00:00:00Z,1998-01-28T00:00:00Z,2,4000,4001
2,65,73,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.3099999,2,25,NA,NA,NA,1998-01-29T00:00:00Z,1998-01-29T00:00:00Z,2,3000,3001
2,66,74,NA,NA,NA,NA,NA,NA,10.277778,18,251,0.54000002,2,25,NA,NA,NA,1998-01-29T00:00:00Z,1998-01-29T00:00:00Z,2,4000,4001
2,67,75,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.09,2,25,NA,NA,NA,1998-01-30T00:00:00Z,1998-01-30T00:00:00Z,2,3000,3001
2,68,76,NA,NA,NA,NA,NA,NA,10,18,251,0.49000001,2,25,NA,NA,NA,1998-01-30T00:00:00Z,1998-01-30T00:00:00Z,2,4000,4001
2,70,77,NA,NA,NA,NA,NA,NA,8.333333,18,251,1.28,2,25,NA,NA,NA,1998-01-31T00:00:00Z,1998-01-31T00:00:00Z,2,3000,3001
2,69,78,NA,NA,NA,NA,NA,NA,10.277778,18,251,0.83999997,2,25,NA,NA,NA,1998-01-31T00:00:00Z,1998-01-31T00:00:00Z,2,4000,4001
2,72,79,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.45,2,25,NA,NA,NA,1998-02-01T00:00:00Z,1998-02-01T00:00:00Z,2,3000,3001
2,71,80,NA,NA,NA,NA,NA,NA,10,18,251,1.0700001,2,25,NA,NA,NA,1998-02-01T00:00:00Z,1998-02-01T00:00:00Z,2,4000,4001
2,73,81,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.11,2,25,NA,NA,NA,1998-02-02T00:00:00Z,1998-02-02T00:00:00Z,2,3000,3001
2,74,82,NA,NA,NA,NA,NA,NA,10,18,251,0.69,2,25,NA,NA,NA,1998-02-02T00:00:00Z,1998-02-02T00:00:00Z,4,4000,4001
2,75,83,NA,NA,NA,NA,NA,NA,10,18,251,0.31,2,25,NA,NA,NA,1998-02-03T00:00:00Z,1998-02-03T00:00:00Z,4,3000,3001
2,76,86,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.02,2,25,NA,NA,NA,1998-02-15T00:00:00Z,1998-02-15T00:00:00Z,2,3000,3001
2,77,87,NA,NA,NA,NA,NA,NA,9.7222223,18,251,0.40000001,2,25,NA,NA,NA,1998-02-15T00:00:00Z,1998-02-15T00:00:00Z,2,4000,4001
2,78,88,NA,NA,NA,NA,NA,NA,8.8888893,18,251,1.52,2,25,NA,NA,NA,1998-02-16T00:00:00Z,1998-02-16T00:00:00Z,2,3000,3001
2,79,89,NA,NA,NA,NA,NA,NA,8.333333,18,251,0.67000002,2,25,NA,NA,NA,1998-02-16T00:00:00Z,1998-02-16T00:00:00Z,2,4000,4001
2,81,90,NA,NA,NA,NA,NA,NA,8.8888893,18,251,2.1800001,2,25,NA,NA,NA,1998-02-17T00:00:00Z,1998-02-17T00:00:00Z,2,3000,3001
2,80,91,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.03,2,25,NA,NA,NA,1998-02-17T00:00:00Z,1998-02-17T00:00:00Z,2,4000,4001
2,82,92,NA,NA,NA,NA,NA,NA,8.8888893,18,251,1.99,2,25,NA,NA,NA,1998-02-18T00:00:00Z,1998-02-18T00:00:00Z,2,3000,3001
2,83,93,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.82999998,2,25,NA,NA,NA,1998-02-18T00:00:00Z,1998-02-18T00:00:00Z,2,4000,4001
2,84,94,NA,NA,NA,NA,NA,NA,8.8888893,18,251,2.01,2,25,NA,NA,NA,1998-02-19T00:00:00Z,1998-02-19T00:00:00Z,2,3000,3001
2,85,95,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.94999999,2,25,NA,NA,NA,1998-02-19T00:00:00Z,1998-02-19T00:00:00Z,2,4000,4001
2,87,96,NA,NA,NA,NA,NA,NA,8.333333,18,251,1.45,2,25,NA,NA,NA,1998-02-20T00:00:00Z,1998-02-20T00:00:00Z,2,3000,3001
2,86,97,NA,NA,NA,NA,NA,NA,8.8888893,18,251,0.63,2,25,NA,NA,NA,1998-02-20T00:00:00Z,1998-02-20T00:00:00Z,2,4000,4001
2,89,98,NA,NA,NA,NA,NA,NA,8.8888893,18,251,1.25,2,25,NA,NA,NA,1998-02-21T00:00:00Z,1998-02-21T00:00:00Z,2,3000,3001
2,88,99,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.75999999,2,25,NA,NA,NA,1998-02-21T00:00:00Z,1998-02-21T00:00:00Z,2,4000,4001
2,90,100,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.97000003,2,25,NA,NA,NA,1998-02-22T00:00:00Z,1998-02-22T00:00:00Z,2,3000,3001
2,91,101,NA,NA,NA,NA,NA,NA,10,18,251,0.72000003,2,25,NA,NA,NA,1998-02-22T00:00:00Z,1998-02-22T00:00:00Z,2,4000,4001
2,92,102,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.01,2,25,NA,NA,NA,1998-02-23T00:00:00Z,1998-02-23T00:00:00Z,2,3000,3001
2,93,103,NA,NA,NA,NA,NA,NA,8.6111107,18,251,0.75999999,2,25,NA,NA,NA,1998-02-23T00:00:00Z,1998-02-23T00:00:00Z,2,4000,4001
2,94,104,NA,NA,NA,NA,NA,NA,8.333333,18,251,1.48,2,25,NA,NA,NA,1998-02-24T00:00:00Z,1998-02-24T00:00:00Z,2,3000,3001
2,95,105,NA,NA,NA,NA,NA,NA,8.8888893,18,251,0.63999999,2,25,NA,NA,NA,1998-02-24T00:00:00Z,1998-02-24T00:00:00Z,2,4000,4001
2,96,106,NA,NA,NA,NA,NA,NA,8.333333,18,251,0.55000001,2,25,NA,NA,NA,1998-02-25T00:00:00Z,1998-02-25T00:00:00Z,2,3000,3001
2,97,107,NA,NA,NA,NA,NA,NA,8.8888893,18,251,0.85000002,2,25,NA,NA,NA,1998-02-25T00:00:00Z,1998-02-25T00:00:00Z,2,4000,4001
2,99,108,NA,NA,NA,NA,NA,NA,8.6111107,18,251,2.01,2,25,NA,NA,NA,1998-02-26T00:00:00Z,1998-02-26T00:00:00Z,2,3000,3001
2,98,109,NA,NA,NA,NA,NA,NA,10,18,251,1.1,2,25,NA,NA,NA,1998-02-26T00:00:00Z,1998-02-26T00:00:00Z,2,4000,4001
2,100,110,NA,NA,NA,NA,NA,NA,8.8888893,18,251,1.6900001,2,25,NA,NA,NA,1998-02-27T00:00:00Z,1998-02-27T00:00:00Z,2,3000,3001
2,101,111,NA,NA,NA,NA,NA,NA,10,18,251,1.0599999,2,25,NA,NA,NA,1998-02-27T00:00:00Z,1998-02-27T00:00:00Z,2,4000,4001
2,102,112,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.9299999,2,25,NA,NA,NA,1998-02-28T00:00:00Z,1998-02-28T00:00:00Z,2,3000,3001
2,103,113,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.28,2,25,NA,NA,NA,1998-02-28T00:00:00Z,1998-02-28T00:00:00Z,2,4000,4001
2,105,114,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.6,2,25,NA,NA,NA,1998-03-01T00:00:00Z,1998-03-01T00:00:00Z,2,3000,3001
2,104,115,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.94,2,25,NA,NA,NA,1998-03-01T00:00:00Z,1998-03-01T00:00:00Z,2,4000,4001
2,107,116,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.42,2,25,NA,NA,NA,1998-03-02T00:00:00Z,1998-03-02T00:00:00Z,2,3000,3001
2,106,117,NA,NA,NA,NA,NA,NA,9.4444447,18,251,0.94,2,25,NA,NA,NA,1998-03-02T00:00:00Z,1998-03-02T00:00:00Z,2,4000,4001
2,108,118,NA,NA,NA,NA,NA,NA,10,18,251,1.7,2,25,NA,NA,NA,1998-03-03T00:00:00Z,1998-03-03T00:00:00Z,2,3000,3001
2,109,119,NA,NA,NA,NA,NA,NA,10.555555,18,251,0.67000002,2,25,NA,NA,NA,1998-03-03T00:00:00Z,1998-03-03T00:00:00Z,2,4000,4001
2,110,120,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.9299999,2,25,NA,NA,NA,1998-03-04T00:00:00Z,1998-03-04T00:00:00Z,2,3000,3001
2,111,121,NA,NA,NA,NA,NA,NA,9.4444447,18,251,1.17,2,25,NA,NA,NA,1998-03-04T00:00:00Z,1998-03-04T00:00:00Z,2,4000,4001
2,113,122,NA,NA,NA,NA,NA,NA,8.6111107,18,251,2.1800001,2,25,NA,NA,NA,1998-03-05T00:00:00Z,1998-03-05T00:00:00Z,2,3000,3001
2,112,123,NA,NA,NA,NA,NA,NA,8.8888893,18,251,1.26,2,25,NA,NA,NA,1998-03-05T00:00:00Z,1998-03-05T00:00:00Z,2,4000,4001
2,114,124,NA,NA,NA,NA,NA,NA,7.7777777,18,251,1.6,2,25,NA,NA,NA,1998-03-06T00:00:00Z,1998-03-06T00:00:00Z,2,3000,3001
2,115,125,NA,NA,NA,NA,NA,NA,9.166667,18,251,1.26,2,25,NA,NA,NA,1998-03-06T00:00:00Z,1998-03-06T00:00:00Z,2,4000,4001
2,116,126,NA,NA,NA,NA,NA,NA,8.8888893,18,251,2.1300001,2,25,NA,NA,NA,1998-03-07T00:00:00Z,1998-03-07T00:00:00Z,2,3000,3001
2,117,127,NA,NA,NA,NA,NA,NA,8.8888893,18,251,1.4299999,2,25,NA,NA,NA,1998-03-07T00:00:00Z,1998-03-07T00:00:00Z,2,4000,4001
2,118,128,NA,NA,NA,NA,NA,NA,8.8888893,18,251,2.71,2,25,NA,NA,NA,1998-03-08T00:00:00Z,1998-03-08T00:00:00Z,2,3000,3001
2,119,129,NA,NA,NA,NA,NA,NA,10,18,251,0.76999998,2,25,NA,NA,NA,1998-03-08T00:00:00Z,1998-03-08T00:00:00Z,2,4000,4001
2,120,130,NA,NA,NA,NA,NA,NA,8.8888893,18,251,2.73,2,25,NA,NA,NA,1998-03-09T00:00:00Z,1998-03-09T00:00:00Z,2,3000,3001
2,121,131,NA,NA,NA,NA,NA,NA,10.555555,18,251,0.75,2,25,NA,NA,NA,1998-03-09T00:00:00Z,1998-03-09T00:00:00Z,2,4000,4001
2,122,132,NA,NA,NA,NA,NA,NA,9.4444447,18,251,2.2,2,25,NA,NA,NA,1998-03-10T00:00:00Z,1998-03-10T00:00:00Z,2,3000,3001
2,123,133,NA,NA,NA,NA,NA,NA,10.555555,18,251,1.2,2,25,NA,NA,NA,1998-03-10T00:00:00Z,1998-03-10T00:00:00Z,2,4000,4001
2,124,134,NA,NA,NA,NA,NA,NA,9.7222223,18,251,NA,NA,NA,NA,NA,NA,1998-03-11T00:00:00Z,1998-03-11T00:00:00Z,2,3000,3001
2,125,135,NA,NA,NA,NA,NA,NA,10.555555,18,251,1.1900001,2,25,NA,NA,NA,1998-03-11T00:00:00Z,1998-03-11T00:00:00Z,2,4000,4001
2,126,136,NA,NA,NA,NA,NA,NA,9.4444447,18,251,2.6300001,2,25,NA,NA,NA,1998-03-12T00:00:00Z,1998-03-12T00:00:00Z,2,3000,3001
2,127,137,NA,NA,NA,NA,NA,NA,10.555555,18,251,1.3,2,25,NA,NA,NA,1998-03-12T00:00:00Z,1998-03-12T00:00:00Z,2,4000,4001
2,128,138,NA,NA,NA,NA,NA,NA,9.4444447,18,251,2.3,2,25,NA,NA,NA,1998-03-13T00:00:00Z,1998-03-13T00:00:00Z,2,3000,3001
2,129,139,NA,NA,NA,NA,NA,NA,10.555555,18,251,1.27,2,25,NA,NA,NA,1998-03-13T00:00:00Z,1998-03-13T00:00:00Z,2,4000,4001
2,131,140,NA,NA,NA,NA,NA,NA,10,18,251,2.0899999,2,25,NA,NA,NA,1998-03-14T00:00:00Z,1998-03-14T00:00:00Z,2,3000,3001
2,130,141,NA,NA,NA,NA,NA,NA,10.833333,18,251,1,2,25,NA,NA,NA,1998-03-14T00:00:00Z,1998-03-14T00:00:00Z,2,4000,4001
2,132,142,NA,NA,NA,NA,NA,NA,10.555555,18,251,2.6900001,2,25,NA,NA,NA,1998-03-15T00:00:00Z,1998-03-15T00:00:00Z,2,3000,3001
2,133,143,NA,NA,NA,NA,NA,NA,11.666667,18,251,1.52,2,25,NA,NA,NA,1998-03-15T00:00:00Z,1998-03-15T00:00:00Z,2,4000,4001
2,134,144,NA,NA,NA,NA,NA,NA,11.666667,18,251,2.47,2,25,NA,NA,NA,1998-03-16T00:00:00Z,1998-03-16T00:00:00Z,2,3000,3001
2,135,145,NA,NA,NA,NA,NA,NA,12.222222,18,251,2.02,2,25,NA,NA,NA,1998-03-16T00:00:00Z,1998-03-16T00:00:00Z,2,4000,4001
2,136,146,NA,NA,NA,NA,NA,NA,10.833333,18,251,2.0699999,2,25,NA,NA,NA,1998-03-17T00:00:00Z,1998-03-17T00:00:00Z,2,3000,3001
2,137,147,NA,NA,NA,NA,NA,NA,12.5,18,251,1.1900001,2,25,NA,NA,NA,1998-03-17T00:00:00Z,1998-03-17T00:00:00Z,2,4000,4001
2,138,148,NA,NA,NA,NA,NA,NA,11.666667,18,251,2.8900001,2,25,NA,NA,NA,1998-03-18T00:00:00Z,1998-03-18T00:00:00Z,2,3000,3001
2,139,149,NA,NA,NA,NA,NA,NA,13.055555,18,251,1.25,2,25,NA,NA,NA,1998-03-18T00:00:00Z,1998-03-18T00:00:00Z,2,4000,4001
2,140,150,NA,NA,NA,NA,NA,NA,10.555555,18,251,2.6900001,2,25,NA,NA,NA,1998-03-19T00:00:00Z,1998-03-19T00:00:00Z,2,3000,3001
2,141,151,NA,NA,NA,NA,NA,NA,11.666667,18,251,0.85000002,2,25,NA,NA,NA,1998-03-19T00:00:00Z,1998-03-19T00:00:00Z,2,4000,4001
2,142,152,NA,NA,NA,NA,NA,NA,11.111111,18,251,2.75,2,25,NA,NA,NA,1998-03-20T00:00:00Z,1998-03-20T00:00:00Z,2,3000,3001
2,143,153,NA,NA,NA,NA,NA,NA,11.388889,18,251,1.28,2,25,NA,NA,NA,1998-03-20T00:00:00Z,1998-03-20T00:00:00Z,2,4000,4001
2,144,154,NA,NA,NA,NA,NA,NA,11.111111,18,251,2.55,2,25,NA,NA,NA,1998-03-21T00:00:00Z,1998-03-21T00:00:00Z,2,3000,3001
2,145,155,NA,NA,NA,NA,NA,NA,10.555555,18,251,0.87,2,25,NA,NA,NA,1998-03-21T00:00:00Z,1998-03-21T00:00:00Z,2,4000,4001
2,146,156,NA,NA,NA,NA,NA,NA,10.555555,18,251,2.6500001,2,25,NA,NA,NA,1998-03-22T00:00:00Z,1998-03-22T00:00:00Z,2,3000,3001
2,147,157,NA,NA,NA,NA,NA,NA,10.277778,18,251,1.11,2,25,NA,NA,NA,1998-03-22T00:00:00Z,1998-03-22T00:00:00Z,2,4000,4001
2,148,158,NA,NA,NA,NA,NA,NA,10.277778,18,251,2.4400001,2,25,NA,NA,NA,1998-03-23T00:00:00Z,1998-03-23T00:00:00Z,2,3000,3001
2,149,159,NA,NA,NA,NA,NA,NA,10.277778,18,251,1.21,2,25,NA,NA,NA,1998-03-23T00:00:00Z,1998-03-23T00:00:00Z,2,4000,4001
2,151,160,NA,NA,NA,NA,NA,NA,11.111111,18,251,0.75999999,2,25,NA,NA,NA,1998-03-24T00:00:00Z,1998-03-24T00:00:00Z,2,4000,4001
2,150,161,NA,NA,NA,NA,NA,NA,11.111111,18,251,2.05,2,25,NA,NA,NA,1998-03-24T00:00:00Z,1998-03-24T00:00:00Z,2,3000,3001
2,152,162,NA,NA,NA,NA,NA,NA,11.111111,18,251,2.3299999,2,25,NA,NA,NA,1998-03-25T00:00:00Z,1998-03-25T00:00:00Z,4,3000,3001
